word,mean_supportive_with_word,mean_supportive_without_word,difference,p_value,word_count
next,0.5147058823529411,0.18731405009870003,0.32739183225424107,0.12089931101378065,11
struggled,0.5198412698412698,0.1947384182168185,0.3251028516244513,0.6209958295287694,4
struggling,0.5079365079365079,0.18499602730884462,0.3229404806276633,0.10029976599619915,7
using,0.5198412698412698,0.19785333231664692,0.32198793752462285,0.623840586585874,2
whatever,0.5099206349206349,0.19155861007324373,0.3183620248473912,0.2028200639406614,4
small,0.5037443952846156,0.1904364207558157,0.3133079745287999,0.20332318244064923,10
sitting,0.5,0.1919719698616035,0.3080280301383965,0.39772465420492326,5
caused,0.5,0.19197196986160356,0.3080280301383964,0.2285317082766635,4
illness,0.5,0.1951475165640612,0.3048524834359388,5.050770501888535e-19,3
therapist,0.5,0.19514751656406124,0.30485248343593874,0.4017183261594125,3
taken,0.5,0.19514751656406124,0.30485248343593874,0.4017183261594125,3
showing,0.5,0.19514751656406124,0.30485248343593874,0.4017183261594125,3
act,0.5,0.19718030319493687,0.30281969680506315,0.40429942190178797,5
result,0.49489709851551955,0.1921845907567902,0.3027125077587294,0.18184127242779186,4
member,0.5,0.1980610082718156,0.3019389917281844,1.2123702992943752e-18,4
developed,0.5,0.19825825619095855,0.30174174380904145,6.303011533089154e-19,2
proper,0.5,0.19825825619095855,0.30174174380904145,6.303011533089154e-19,2
suicidal,0.5,0.19825825619095855,0.30174174380904145,6.303011533089199e-19,2
driven,0.5,0.19825825619095855,0.30174174380904145,0.6542714452533425,2
ppl,0.5,0.19825825619095855,0.30174174380904145,0.6542714452533425,2
empathy,0.5,0.19825825619095855,0.30174174380904145,6.303011533089199e-19,2
halfway,0.5,0.19825825619095855,0.30174174380904145,0.6542714452533425,2
clothes,0.5,0.19825825619095858,0.3017417438090414,0.6542714452533425,2
reminds,0.5,0.19825825619095858,0.3017417438090414,6.3030115330892e-19,2
ungrateful,0.5,0.19825825619095858,0.3017417438090414,0.6542714452533425,2
syndrome,0.5,0.19825825619095858,0.3017417438090414,6.3030115330892e-19,2
otherwise,0.5,0.19825825619095858,0.3017417438090414,0.6542714452533425,2
friendly,0.5,0.19825825619095858,0.3017417438090414,0.6542714452533425,2
mentor,0.5,0.19825825619095858,0.3017417438090414,6.3030115330892e-19,2
income,0.5,0.19825825619095858,0.3017417438090414,0.6542714452533425,2
leveled,0.5,0.19825825619095858,0.3017417438090414,0.6542714452533425,2
advantage,0.5,0.19825825619095858,0.3017417438090414,0.6542714452533425,2
salary,0.5,0.19825825619095858,0.3017417438090414,0.6542714452533425,2
regular,0.5,0.19825825619095858,0.3017417438090414,0.6542714452533425,2
suffer,0.5,0.19825825619095858,0.3017417438090414,6.3030115330892e-19,2
everywhere,0.5,0.19825825619095858,0.3017417438090414,0.6542714452533425,2
option,0.5,0.19825825619095858,0.3017417438090414,0.6542714452533425,2
step,0.5,0.19825825619095858,0.3017417438090414,6.3030115330892e-19,2
theyve,0.5,0.19825825619095858,0.3017417438090414,0.6542714452533425,2
apart,0.5,0.1986984902181277,0.3013015097818723,0.6546817393745732,4
stage,0.5,0.20030215573931898,0.299697844260681,0.3169006367068832,4
watched,0.5,0.20030215573931898,0.299697844260681,0.656183672274206,4
used,0.4886904761904762,0.19184561058567665,0.2968448656047995,0.14383571769373765,13
showed,0.48042328042328036,0.1957666127187464,0.28465666770453396,0.39150251549778625,5
lifestyle,0.4682539682539682,0.19612935259744366,0.27212461565652457,0.4139403148676994,3
knew,0.4598039215686274,0.1938984793276922,0.26590544224093526,0.28264426561986994,8
become,0.4609279609279609,0.19635593014360883,0.2645720307843521,0.42997191506278976,3
worse,0.45454545454545453,0.19016497624292183,0.2643804783025327,0.4613531866020745,7
alcohol,0.4583333333333333,0.1964361763578757,0.2618971569754576,0.005898051190596023,3
immediately,0.45357142857142857,0.1934228627187464,0.2601485658526822,0.4510151553108408,5
angry,0.456140350877193,0.19654771210181946,0.25959263877537353,0.4680358062097472,5
word,0.4556489262371615,0.1976489267609281,0.2579999994762334,0.44348797323140865,7
overwhelmed,0.4523809523809524,0.19662027061413484,0.25576068176681754,0.012838421123985956,3
resentment,0.4523809523809524,0.19662027061413484,0.25576068176681754,0.012838421123985956,3
refuse,0.4464285714285714,0.19420411271874638,0.252224458709825,0.0094327783460283,4
hair,0.4464285714285714,0.19420411271874638,0.252224458709825,0.31867613761189456,4
bad,0.43782979595000054,0.18831323908023254,0.249516556869768,0.16878789094514243,9
across,0.44000000000000006,0.19188746428119935,0.2481125357188007,0.21757590918046166,5
breakdown,0.4393939393939394,0.1970219308096095,0.2423720085843299,0.2490732014375599,3
seems,0.4321428571428571,0.19230099811578583,0.23984185902707128,0.21910348955585446,5
husband,0.43458882107291996,0.19890742342373938,0.23568139764918059,0.3451407156275039,29
continue,0.43181818181818177,0.19964972186813854,0.23216845995004323,0.14108379230884946,2
awesome,0.42857142857142855,0.19735664763917168,0.23121478093225686,0.5185883940650061,3
gotten,0.42642140468227424,0.1963162620280749,0.23010514265419935,0.508996904032711,9
constant,0.425,0.19509696986160355,0.22990303013839644,0.3690461751305267,4
covering,0.42857142857142855,0.19971598213848044,0.2288554464329481,0.1549688378754266,2
joy,0.42857142857142855,0.20100171391310395,0.2275697146583246,0.15544555463603593,5
living,0.4125161388319283,0.18523582755315698,0.2272803112787713,0.10866309114453952,11
vent,0.4111111111111111,0.18383856161224107,0.22727254949887002,0.06939393459757257,9
dealing,0.4193650793650794,0.19297351273566882,0.22639156662941057,0.24201190412629284,5
notice,0.4229885057471264,0.19752931535538723,0.22545919039173914,0.5198777526548682,3
eventually,0.4107416879795397,0.1855844682149112,0.2251572197646285,0.22086105669069048,15
syncing,0.41666666666666663,0.1999589364630674,0.21670773020359924,0.20600697258340617,2
rekindle,0.41666666666666663,0.1999589364630674,0.21670773020359924,0.20600697258340617,2
speak,0.41666666666666663,0.1999589364630674,0.21670773020359924,0.20600697258340617,2
stressful,0.4105077928607341,0.19791531678486327,0.2125924760758708,0.5500712132260622,3
concerned,0.4069264069264069,0.19802608129829607,0.20890032562811084,0.021645157905745695,3
came,0.3956367162249515,0.18695547328644604,0.20868124293850546,0.11177846083073123,19
lived,0.4047619047619047,0.19853612330075698,0.20622578146114773,0.15367135772500015,6
working,0.393939393939394,0.19023970404661766,0.20369968989277631,0.24341496046186736,14
earn,0.39999999999999997,0.19824030006921586,0.2017596999307841,0.5773006612827734,3
asks,0.3999088007295941,0.1982431206652078,0.20166568006438632,0.5749331080194174,3
connection,0.3925925925925926,0.19227397394849347,0.20031861864409914,0.23157222566750194,6
possibly,0.4,0.20029907251748919,0.19970092748251084,0.27804050509439593,2
towards,0.3846153846153846,0.185301277614095,0.19931410700128957,0.2219369868139697,11
happening,0.3968253968253968,0.1983384836725541,0.1984869131528427,0.5841495932804731,3
choose,0.3968253968253968,0.1983384836725541,0.1984869131528427,0.584149593280473,3
family,0.3878787878787879,0.19112732420960016,0.19675146366918772,0.013760992420078796,15
offer,0.38888888888888884,0.19224284375304065,0.19664604513584819,0.25871060592547646,8
old,0.3768654432880733,0.1807604975824666,0.19610494570560671,0.07779001150930756,12
inside,0.38571428571428573,0.19168785517582038,0.19402643053846536,0.3067003349534517,13
stayed,0.39173060528559245,0.1984960545449192,0.19323455074067325,0.5906309593865506,3
display,0.39285714285714285,0.20044484511224137,0.19241229774490148,0.30924356739456815,2
sight,0.39285714285714285,0.20044484511224137,0.19241229774490148,0.30924356739456815,2
happy,0.37424242424242427,0.1834149000126306,0.19082752422979365,0.08561488989674106,19
rather,0.38690476190476186,0.19668427144890513,0.19022049045585673,0.44657293954923455,4
body,0.39285714285714285,0.20396143807280442,0.18889570478433843,0.31362874949206315,10
life,0.32624744229199576,0.137599190148674,0.18864825214332176,0.007529413810691161,92
therapy,0.3799840510366826,0.19202551642120053,0.18795853461548206,0.10136566079271302,10
happen,0.38518518518518513,0.19869849021812766,0.18648669496705747,0.24194581770962337,3
stick,0.38518518518518513,0.19869849021812766,0.18648669496705747,0.24194581770962337,3
amount,0.37316017316017314,0.18684583235013907,0.18631434081003406,0.35279407804825974,7
drag,0.38636363636363635,0.20057736565292517,0.1857862707107112,0.3378028838042532,2
depression,0.38095238095238093,0.19538103237470078,0.18557134857768015,0.2834735681823161,10
absolutely,0.3805704099821746,0.1950153374400323,0.18555507254214232,0.3670335575044417,5
respect,0.37854251012145745,0.19317078772324672,0.18537172239821073,0.24003658366179162,6
sit,0.37979797979797975,0.1949272411253499,0.18487073867262985,0.46333451005601,8
work,0.34648448773448776,0.16217329787556733,0.18431118985892042,0.04890965632433282,52
passed,0.37979797979797975,0.19698038737002102,0.18281759242795872,0.467824133186385,4
group,0.3850496338886431,0.20236715111739767,0.18268248277124544,0.4705446643478439,12
help,0.35199412064153557,0.1701506301727993,0.18184349046873627,0.03441104634268087,24
genuinely,0.3709847575393794,0.18987803739458609,0.1811067201447933,0.21366224539686768,9
sense,0.3778195488721804,0.19706282199192934,0.18075672688025105,0.014811883786046542,4
enjoy,0.37142857142857144,0.19100180706055522,0.18042676436801622,0.3878968578140944,11
hand,0.36928104575163395,0.19046906271187242,0.17881198303976154,0.41718977393620377,8
comfortable,0.375,0.19738626709270146,0.17761373290729854,0.3947493755148788,7
physically,0.3727272727272727,0.19542813413765867,0.17729913858961402,0.39550859177856545,5
im,0.366952143948852,0.1896855709284259,0.17726657302042612,0.1184740314932819,97
stay,0.35912754256407503,0.1844227424821269,0.17470480008194814,0.12718067688042806,14
emotional,0.3662565504670768,0.19173760383622612,0.17451894663085066,0.24563142715603728,12
depth,0.37254901960784315,0.19908929946278772,0.17345972014505542,0.3049620994377684,3
emotion,0.3627450980392157,0.18930453637319405,0.17344056166602162,0.3328755504101212,7
thats,0.3654916512059369,0.19424856030730847,0.17124309089862844,0.3575240661512619,9
day,0.337182002593297,0.16749472556868913,0.16968727702460787,0.0828362856988257,57
worried,0.3708333333333333,0.20129172996261366,0.16954160337071963,0.6685676792918647,9
struggle,0.3627450980392157,0.19417913317530475,0.16856596486391093,0.3364230433121849,6
gaining,0.36931818181818177,0.20092523207222018,0.16839294974596158,4.0354716644469235e-08,2
eat,0.36607142857142855,0.20099149234256208,0.16507993622886646,4.1995232302137435e-07,2
partner,0.3592592592592592,0.19534939843167437,0.16390986082758485,0.35138617799067706,17
nature,0.36231884057971014,0.19940569675231762,0.16291314382739253,0.6615468972795653,3
unfortunately,0.36231884057971014,0.19940569675231762,0.16291314382739253,0.35794337376678004,3
outside,0.36231884057971014,0.2004505594146256,0.16186828116508453,0.6634886587698776,11
huge,0.3547401719308413,0.19296911723868868,0.1617710546921526,0.39087031128544997,7
dream,0.3593073593073593,0.19882695292917935,0.16048040637817995,0.5224741152336823,13
moment,0.34565200210076535,0.1868217649843317,0.15883023711643365,0.18361653551440132,11
sign,0.35869565217391297,0.20114201839149096,0.15755363378242201,0.46091958781315046,2
cousin,0.3571428571428571,0.2011737080860023,0.1559691490568548,0.46784747948160516,2
colour,0.3571428571428571,0.2011737080860023,0.1559691490568548,0.46784747948160516,2
involved,0.3492063492063492,0.19825503864467234,0.15095131056167685,0.2604728350953598,4
felt,0.3433312447786132,0.1928594026891897,0.15047184208942352,0.24822039146452562,36
long,0.3257462552296105,0.17584332617481727,0.14990292905479322,0.12285318787253298,25
guilt,0.3465608465608465,0.19676694340657708,0.14979390315426944,0.4326167817107086,6
imagined,0.35,0.20131948068075448,0.1486805193192455,0.4996454209244072,2
ahead,0.35,0.20131948068075448,0.1486805193192455,0.4996454209244072,2
ache,0.35,0.20131948068075448,0.1486805193192455,0.4996454209244072,2
threatening,0.35,0.20131948068075448,0.1486805193192455,0.4996454209244072,2
begged,0.35,0.20131948068075448,0.1486805193192455,0.4996454209244072,2
foolish,0.35,0.20131948068075448,0.1486805193192455,0.4996454209244072,2
key,0.35,0.20131948068075448,0.1486805193192455,0.4996454209244072,2
healing,0.35,0.20131948068075448,0.1486805193192455,0.4996454209244072,2
heavy,0.35,0.2013194806807545,0.14868051931924547,0.4996454209244072,2
fell,0.35,0.2013194806807545,0.14868051931924547,0.4996454209244072,2
meaning,0.3489974937343358,0.20133993999229863,0.14765755374203718,0.21614655304087715,2
not,0.34848484848484845,0.20135040214024735,0.1471344463446011,0.0002260260052627598,2
party,0.3465608465608465,0.19989305739207633,0.14666778916877019,0.6980126003439816,3
could,0.32055338881964274,0.17430175810451776,0.14625163071512498,0.06930922310440817,44
emotionally,0.3417366946778711,0.19653326631792345,0.14520342835994765,0.11087556494268966,9
communication,0.34615384615384615,0.20139797361639025,0.1447558725374559,0.5166935408728861,2
appointment,0.34615384615384615,0.20139797361639028,0.14475587253745587,0.5166935408728863,2
sure,0.32758261958629603,0.1829877975100386,0.14459482207625743,0.05584719487323137,18
taking,0.3385120714952648,0.1941905871639472,0.1443214843313176,0.36911845124545895,7
nice,0.34131228248875306,0.19746901845104028,0.14384326403771278,0.39504947925772366,13
vanished,0.34523809523809523,0.20141666241058925,0.14382143282750598,3.797459553260591e-05,2
messed,0.3434343434343434,0.1999897533650609,0.14344459006928253,0.5352542093021083,3
random,0.33999999999999997,0.1992479692203611,0.14075203077963888,0.49968627778073055,7
making,0.32330137183078356,0.18445063847996962,0.13885073335081394,0.20459758561508354,15
made,0.3204356255616809,0.18297483416416,0.13746079139752093,0.14009451103124937,37
opposite,0.3382352941176471,0.20155957671916983,0.13667571739847725,0.5515410432129768,2
eating,0.3333333333333333,0.19674392361134288,0.13658940972199043,0.4998073087528998,8
seemed,0.3323913043478261,0.19585329497693565,0.13653800937089045,0.17784354131575555,7
directly,0.3333333333333333,0.19809404588499535,0.13523928744833796,0.7246093638179094,5
though,0.3304755100420735,0.19717580540772012,0.13329970463435337,0.3191528482380255,12
escape,0.3333333333333333,0.20030215573931895,0.13303117759401437,0.5097063483734992,3
taught,0.3333333333333333,0.20030215573931895,0.13303117759401437,0.25643122328331586,3
basic,0.3333333333333333,0.20030215573931895,0.13303117759401437,0.5097063483734992,3
convenient,0.3333333333333333,0.20030215573931898,0.13303117759401434,0.5097063483734992,3
drug,0.3333333333333333,0.20030215573931898,0.13303117759401434,0.5097063483734992,3
charge,0.3333333333333333,0.20030215573931898,0.13303117759401434,0.7287696145854962,3
treated,0.3333333333333333,0.20030215573931898,0.13303117759401434,0.5097063483734992,3
blood,0.3333333333333333,0.20030215573931898,0.13303117759401434,0.5097063483734992,3
hell,0.3333333333333333,0.20030215573931898,0.13303117759401434,0.5097063483734992,3
difficulty,0.3333333333333333,0.20030215573931898,0.13303117759401434,0.7287696145854962,3
chin,0.3333333333333333,0.20030215573931898,0.13303117759401434,0.7287696145854962,3
big,0.3210263602710599,0.1883749179938775,0.1326514422771824,0.25449072794313266,12
mentally,0.33030303030303027,0.1976609890020925,0.13264204130093776,0.2874897095661298,5
fight,0.3382352941176471,0.20575873456748586,0.13247655955016122,0.5614204178117563,6
heartbroken,0.3333333333333333,0.20101027129874321,0.1323230620345901,0.1196337872047111,6
constantly,0.32329174093879975,0.1914625941421863,0.13182914679661345,0.17040217538094934,10
sick,0.3333333333333333,0.20160738652827023,0.13172594680506308,0.5134260737460062,7
man,0.3398692810457516,0.2083371088490191,0.1315321721967325,0.46367572337043944,22
left,0.32456709956709956,0.19454474457176513,0.13002235499533443,0.1623082286042407,17
got,0.29831781974639116,0.1698234848870075,0.12849433485938366,0.12026582098279819,64
grooming,0.3291139240506329,0.20174572712870073,0.12736819692193216,0.5910974667758404,2
cared,0.3285714285714285,0.20175679846501104,0.12681463010641747,0.037101462330288305,2
he,0.3285714285714285,0.202377871438678,0.12619355713275052,0.03648440963729133,25
noise,0.3277777777777777,0.2017729954199835,0.12600478235779422,0.5968265886976852,2
simple,0.3277777777777777,0.20177299541998353,0.1260047823577942,0.5968265886976852,2
ill,0.3214285714285714,0.19624836653683844,0.12518020489173295,0.6338030489244542,6
blind,0.32692307692307687,0.20179043829456925,0.12513263862850763,0.6004815981191034,2
either,0.31926406926406925,0.19429561470218895,0.1249684545618803,0.3192324469394257,8
concern,0.32530568846358315,0.200550433415703,0.12475525504788015,0.17851833108214385,3
lost,0.32310606060606056,0.20098557329432146,0.1221204873117391,0.1926628218405314,10
enough,0.3059129123370609,0.18554061230844326,0.12037230002861765,0.1004513579882556,21
looked,0.31776437847866423,0.19787998323220968,0.11988439524645456,0.4143678900627884,9
reality,0.3214285714285714,0.20190257105976323,0.11952600036880817,0.09206305275139566,2
leaving,0.3214285714285714,0.20190257105976323,0.11952600036880817,0.09206305275139566,2
breast,0.3214285714285714,0.20190257105976323,0.11952600036880817,0.6237836333607051,2
male,0.3150717703349282,0.19846263426357155,0.11660913607135667,0.5538156388009103,5
anger,0.3161764705882353,0.19963128358709373,0.11654518700114155,0.6495627651089291,4
college,0.31729055258467015,0.2007983242160817,0.11649222836858844,0.439020284962831,3
behavior,0.31483600305110593,0.1989653309341415,0.11587067211696442,0.4353149811476785,4
control,0.3128787878787878,0.19955561885150253,0.11332316902728529,0.16741304331195006,5
take,0.29983979039384345,0.18699202328206482,0.11284776711177863,0.23858264421480904,26
privately,0.31483600305110593,0.20203711327154825,0.11279888977955768,0.4443030054157953,2
however,0.3005064100105202,0.1889061204158888,0.11160028959463139,0.26422528957980174,14
immense,0.3125,0.20208478680320344,0.11041521319679656,0.6608457634300127,2
roommate,0.3108672936259143,0.20099698170965147,0.10987031191626284,0.4806356589238024,3
men,0.3122294372294372,0.20243319842742055,0.10979623880201664,0.19817544188348488,17
feeling,0.28860119221173985,0.17934365020753146,0.1092575420042084,0.17134630170862458,30
tell,0.29878520291139055,0.19016178269791495,0.1086234202134756,0.21838148479939365,33
alone,0.30735930735930733,0.1991454769191564,0.10821383044015093,0.48429432833585495,13
reached,0.30666666666666664,0.1989050081408485,0.10776165852581815,0.3293741465107644,5
poor,0.31071428571428567,0.2030954817663654,0.10761880394792026,0.4816035651289259,6
fair,0.3075396825396825,0.19999114975578344,0.10754853278389906,0.678773090714704,4
pay,0.3062999112688554,0.1987522796503473,0.10754763161850811,0.46327218591076025,9
hurt,0.30044580859060493,0.1943275427980485,0.10611826579255643,0.22464123937810587,20
block,0.3071895424836601,0.20111072659033977,0.10607881589332033,0.47065594570001823,3
free,0.30436507936507934,0.19902614431461618,0.10533893505046316,0.2957450750861073,5
normal,0.30606060606060603,0.20105325613203096,0.10500734992857508,0.48199110889058194,7
couldnt,0.3,0.1950924174301038,0.10490758256989619,0.6297196801536686,9
suggested,0.30317460317460315,0.20017302806266177,0.10300157511194138,0.28757096292135154,4
somehow,0.3014141414141414,0.19918145683834979,0.10223268457579163,0.5990185643635921,5
worth,0.3043478260869565,0.20223071370911697,0.10211711237783952,0.4668884372523141,6
shit,0.2972582972582972,0.1954701300477124,0.10178816721058481,0.4888911767990449,13
still,0.27135424961511917,0.1710975964095164,0.10025665320560276,0.1469233497626251,49
reject,0.3013784461152882,0.20231175729064654,0.09906668882464165,0.5317004685706612,2
expect,0.29777777777777775,0.19936617253005373,0.09841160524772402,0.38153230885400763,7
slightest,0.3,0.2023398888440198,0.0976601111559802,0.7107823675086686,2
frustrated,0.2989417989417989,0.2013658114421499,0.09757598749964899,0.5499090735077548,3
confident,0.2987861811391223,0.2013706243638822,0.09741555677524011,0.5508939673187389,3
complete,0.29107551487414185,0.1947581368688996,0.09631737800524226,0.41854523837788904,7
cant,0.28354557804134306,0.18726750733766875,0.0962780707036743,0.3447872490595133,29
religion,0.29704944178628384,0.2024001043177691,0.09464933746851475,0.5591789083320522,2
okay,0.2932177701998674,0.19989156376309136,0.09332620643677603,0.4371794236068909,15
know,0.25655569441870646,0.1632321306469913,0.09332356377171516,0.16315323082750224,140
supportive,0.28787878787878785,0.19596437338357373,0.09191441449521412,0.5243813933487497,8
win,0.2941176470588235,0.20245993686322747,0.09165771019559601,0.7334000615963849,2
mess,0.2941176470588235,0.20245993686322747,0.09165771019559601,0.7334000615963849,2
lot,0.2798362740144945,0.18848377922504336,0.09135249478945115,0.32886420136355,23
best,0.2784802121583027,0.18804035493017296,0.09043985722812975,0.3473828985584191,25
stomach,0.2928571428571428,0.20248566143877195,0.09037148141837087,0.0021481204529888416,2
straight,0.2879679144385026,0.19765723630484136,0.09031067813366125,0.40001365658802146,6
prove,0.2916666666666667,0.2015908155331334,0.09007585113353328,0.6117309202532136,3
kissed,0.28448275862068967,0.19443653185023257,0.0900462267704571,0.7481220774149256,5
grow,0.28787878787878785,0.19860075774039143,0.08927803013839641,0.1570188604187868,7
necessarily,0.2908496732026144,0.20161608337222778,0.08923358983038662,0.578287722659266,3
spend,0.28081395348837207,0.19269529781853104,0.08811865566984103,0.5435839361117096,6
experience,0.2809134765017118,0.19384485668969773,0.08706861981201405,0.35547861596487906,12
city,0.2868534080298786,0.19994781122699523,0.08690559680288334,0.3937932450159727,5
fully,0.28630742049469965,0.19997654741305726,0.08633087308164239,0.4778014099231842,5
cry,0.2877272727272727,0.20205024454922124,0.08567702817805148,0.38985463261009756,11
super,0.28787878787878785,0.20251135019920294,0.0853674376795849,0.7466180419541912,9
love,0.28217332813681695,0.19689070639673972,0.08528262174007722,0.25229077203153044,50
say,0.26074521613652046,0.17574705320737818,0.08499816292914228,0.2874676951094744,58
incredibly,0.2847689589562381,0.20005751907297628,0.08471143988326182,0.34199202541438833,5
cost,0.2872670807453416,0.20259974433901282,0.08466733640632876,0.4225622911536525,2
start,0.27685185185185185,0.1924505844471793,0.08440126740467255,0.51462968326205,24
id,0.2857142857142857,0.2015643141206023,0.0841499715936834,0.6331428279586648,12
dog,0.2857142857142857,0.20177490978939258,0.08393937592489312,0.6314132936480317,3
trapped,0.2857142857142857,0.2017749097893926,0.08393937592489309,0.6314132936480321,3
mostly,0.2836734693877551,0.20004759929049068,0.08362587009726444,0.38372413585507004,9
marriage,0.2844214608920491,0.2009544089911015,0.08346705190094761,0.4339986048074126,4
easier,0.28571428571428564,0.20263143403352415,0.08308285168076149,0.43715254923332825,2
report,0.28525427492782585,0.2024887551805202,0.08276551974730564,0.6312844920898197,4
expressed,0.28326498063340166,0.20100259566854514,0.08226238496485652,0.4593287339791899,4
guilty,0.28116937914406265,0.1991770130214368,0.08199236612262584,0.29224724533214635,9
safe,0.2784615384615384,0.19720214270644945,0.08125939575508898,0.4609729391764958,7
relationship,0.27401763598251266,0.1927821377558502,0.08123549822666246,0.3411485168609777,44
letter,0.2857142857142857,0.20488405311637045,0.08083023259791525,0.6434388724714746,12
pursue,0.282010582010582,0.20188945732662053,0.08012112468396146,0.5439248322331013,3
look,0.2713079945416902,0.19509465318929145,0.07621334135239874,0.39493414722368103,25
seeing,0.27525252525252525,0.19976376548083813,0.07548875977168712,0.41288812407841835,6
putting,0.2782685512367491,0.20278338779837185,0.07548516343837725,0.7912637805754016,2
school,0.2709750566893424,0.19567804433361746,0.07529701235572495,0.6237653722146077,25
lose,0.275,0.2005777564544036,0.07442224354559643,0.5588067898583644,7
leave,0.2738095238095238,0.2003352517353048,0.07347427207421897,0.47905605240479465,12
add,0.2782685512367491,0.2048739381880458,0.07339461304870329,0.7966668790600822,4
possible,0.26984126984126977,0.19676694340657708,0.0730743264346927,0.804432200152133,6
offered,0.2733483907396951,0.2006586016106891,0.07268978912900598,0.4444882413849285,5
hopeful,0.2747252747252747,0.2028556995639121,0.07186957516136258,0.5375609572434992,2
frustrating,0.2734593837535014,0.20215392737580862,0.07130545637769276,0.5273661702939884,3
past,0.26856176231176226,0.1977766432065838,0.07078511910517846,0.4354958017634446,14
severe,0.2727272727272727,0.20217656998486722,0.07055070274240549,0.7609801847551756,3
stuff,0.26699841552782727,0.1980914655710274,0.06890694995679988,0.6415617546101142,9
miss,0.27142857142857146,0.20289538563373494,0.06853318579483653,0.5869505449411108,8
anymore,0.26587301587301587,0.19735525356001632,0.06851776231299955,0.47215371424701946,21
move,0.2662266432319908,0.1988729094450232,0.0673537337869676,0.5856635496327279,13
suddenly,0.26875,0.20160738652827018,0.06714261347172981,0.5869878565744489,4
lying,0.26984126984126977,0.20295537313297346,0.06688589670829631,0.8201199753920084,2
slightly,0.26984126984126977,0.20295537313297346,0.06688589670829631,0.8201199753920084,2
way,0.23679905168324997,0.17005969172329832,0.06673935995995164,0.2619647033802061,48
nervous,0.2696078431372549,0.20296013694325946,0.06664770619399543,0.8209000002376141,2
divorce,0.26948051948051943,0.20296273538523368,0.06651778409528575,0.5834408291003707,2
context,0.2660366070260063,0.2003520155804032,0.0656845914456031,0.711973272484109,6
ive,0.2607985036119711,0.19541852048914138,0.06537998312282972,0.412966878510749,27
brought,0.26680672268907557,0.2016549893482264,0.06515173334084917,0.5995814697978885,9
